Id,SalePrice
1568,29944252.38797348
1569,855319.3970820818
1570,1805142.6326700759
1571,2987452.1302501843
1572,2329123.3094954477
1573,540348.9920184888
1574,10358836.625111757
1575,51157756.81930379
1576,12174706.272462822
1577,8423618.406600202
1578,6719364.42719921
1579,14876478.106285762
1580,4643154.349983219
1581,12716877.01024422
1582,1817319.2096192231
1583,301731.54106924206
1584,3892259.144160633
1585,8706124.839802377
1586,28519473.54099462
1587,7473102.494386481
1588,113827.84239101608
1589,7690145.133907136
1590,7470298.023480088
1591,916790.0906400996
1592,20871747.43132028
1593,4404270.266540095
1594,11337002.420914605
1595,1407838.3664909224
1596,8416078.432847535
1597,3584285.924558035
1598,17111096.553103004
1599,34482460.27253697
1600,37749800.02345204
1601,1251798.1445337825
1602,1053471.8092350676
1603,28377217.86586909
1604,38908338.74811656
1605,557881.4729649472
1606,14372150.080371302
1607,4103916.191262521
1608,554075.9196530839
1609,4931600.414787509
1610,3406727.0230248007
1611,3100117.8968355176
1612,353636.18736845086
1613,1483440.249741096
1614,37836726.37892751
1615,9415467.582939995
1616,1753399.1694708064
1617,7976539.049851249
1618,5075846.604873228
1619,8006988.455872154
1620,3664315.8612797977
1621,5752144.73930808
1622,17742504.213838298
1623,25300893.701270226
1624,3403792.3884248286
1625,3291066.038921768
1626,4855554.007679078
1627,1310460.656618824
1628,8996039.006176366
1629,3645176.0330111855
1630,1642232.5217313003
1631,1698945.9655098943
1632,5770267.438532645
1633,8337879.1924071275
1634,13491283.885597087
1635,3329672.341474546
1636,9207564.666879151
1637,690912.1332517045
1638,4779153.333657655
1639,639170.2345927074
1640,7604109.913911129
1641,4816466.768457266
1642,10814837.108403297
1643,23657883.90869901
1644,9596843.506926998
1645,9418149.625550853
1646,3948132.3955099536
1647,2840938.9426928842
1648,7761993.183659187
1649,967123.6230780466
1650,8152959.126052646
1651,1403934.4202197639
1652,7818875.072874685
1653,4631944.746029778
1654,1326605.2347442762
1655,2202045.0820409916
1656,4812534.307422226
1657,3551029.846212293
1658,9930475.777134344
1659,2915300.07369466
1660,10142745.154052744
1661,13718157.139885811
1662,8664493.055542136
1663,14767148.618897699
1664,44346459.06847641
1665,18649296.405164376
1666,4757853.902467983
1667,8727098.20448499
1668,13490336.69889652
1669,9891408.843747266
1670,9885417.351728031
1671,4437416.153514489
1672,2244223.2532613203
1673,6859644.60560697
1674,11145527.441575177
1675,10514251.655888462
1676,12547976.532060929
1677,9020883.297896627
1678,41541424.53923438
1679,3009992.067682299
1680,10814136.826862039
1681,15144858.865181666
1682,4560957.711491639
1683,13652172.554417018
1684,28826168.561375555
1685,11541756.666482184
1686,13465909.420904579
1687,5820233.522354605
1688,11368341.172599541
1689,10411632.756381826
1690,10535654.754233314
1691,10848194.516311966
1692,6184593.442832377
1693,24964876.72661166
1694,4631974.713420693
1695,4897002.1208417285
1696,9505262.411601007
1697,436788.8268725496
1698,7309876.6458447175
1699,2306558.972788906
1700,9069148.391681235
1701,4614096.823759527
1702,11924087.474665547
1703,14452597.61740579
1704,11080528.762442928
1705,6504272.103324803
1706,39330637.94347561
1707,14353190.54354816
1708,12938585.467380552
1709,11613639.152191272
1710,16128593.360477623
1711,8281861.861413968
1712,10471712.258432642
1713,14833327.357080722
1714,11928295.238354642
1715,10592341.935359087
1716,6234517.3057795875
1717,12377901.656755017
1718,6339695.791080574
1719,3630173.459678402
1720,15004814.513626168
1721,29651892.521536533
1722,24057281.275548
1723,24075793.918386616
1724,12801272.153083693
1725,2075036.388998775
1726,1059682.7369219328
1727,7851217.254532589
1728,27028114.878092784
1729,16806074.817660302
1730,6354198.603714574
1731,2511048.490321381
1732,7629101.049553559
1733,1077403.4576084623
1734,1201965.8441247442
1735,19040945.319026448
1736,961720.4207663208
1737,1616414.5071796672
1738,2838723.266215818
1739,12602600.384971974
1740,14047868.759049546
1741,13580074.767231055
1742,10840847.587994076
1743,2099509.257986694
1744,19662392.194281533
1745,2762846.0296827103
1746,28093531.25226185
1747,9823501.186040327
1748,9832462.84310383
1749,281800.40736987884
1750,173203.22135253533
1751,15529092.11086154
1752,5132431.939613465
1753,5940473.403037877
1754,1043365.6142967431
1755,11986126.354618888
1756,4431306.697975525
1757,1091613.9586750516
1758,5009469.775248237
1759,3177958.0714928936
1760,10892576.331779161
1761,2249157.8204931733
1762,6081859.557990451
1763,6219686.50900591
1764,8537136.074386325
1765,9231570.525283387
1766,4074784.6344911032
1767,3427175.7291641803
1768,9000469.771490414
1769,878086.5597560201
1770,4842930.775515086
1771,5307603.232183405
1772,5321903.620165251
1773,5265177.407784137
1774,9212497.90174697
1775,11232842.226798633
1776,544980.8733831514
1777,1919506.3962632983
1778,11018088.628348257
1779,972576.3764905565
1780,8195048.928256885
1781,5191748.301441745
1782,3443191.0132233277
1783,4328874.150928234
1784,788326.5002595834
1785,6527030.0416898355
1786,4543276.815395772
1787,6686691.58459681
1788,26113885.759972487
1789,6457229.584969738
1790,9577327.501241978
1791,13725974.146555213
1792,2086258.9953904399
1793,27564758.594215523
1794,3442148.9937093724
1795,3946179.623716951
1796,35481432.9685303
1797,9015075.601386555
1798,118123.71890751494
1799,4494483.88130539
1800,2620746.0742322393
1801,9668536.936782097
1802,7999317.4848850295
1803,3939125.794662303
1804,7833381.3624193
1805,2373638.0499130967
1806,2874723.863438363
1807,4626860.649463988
1808,4986410.36519972
1809,7209846.441006835
1810,3702724.6233555432
1811,20393070.441817466
1812,4669041.203067779
1813,19612009.85472567
1814,2398025.850079758
1815,1029499.7191301696
1816,1905059.5842030712
1817,7693812.7115600975
1818,2639228.1866104384
1819,699300.2758286346
1820,12651837.280420303
1821,13621704.592052609
1822,2393933.2753050593
1823,12478205.316874715
1824,4273765.4681685865
1825,11932437.501294984
1826,8192890.101244032
1827,6466022.005705323
1828,6808937.406683863
1829,8193013.278198831
1830,2526419.8863479323
1831,5921574.3223124975
1832,21037133.729687843
1833,1739700.961640958
1834,31744679.26805657
1835,9510237.6240068
1836,20884217.587054897
1837,18178873.522472445
1838,7188785.494899642
1839,5780264.663327897
1840,1727658.7758789088
1841,8886781.576778274
1842,3200049.593841545
1843,3513014.0399967595
1844,13701567.469616588
1845,6945149.555960427
1846,7728557.226677131
1847,7832832.2566852495
1848,5528318.323784692
1849,8782428.890232518
1850,4596658.15275929
1851,4651609.637235501
1852,1447317.0898450585
1853,7216448.8892766265
1854,4418037.126255072
1855,1093193.992246166
1856,1264019.6690754334
1857,10139060.98821872
1858,1228664.3657939688
1859,12570235.851907494
1860,2742681.4552251487
1861,12544104.594732285
1862,707680.1694442558
1863,578101.189987026
1864,592050.4767045005
1865,9163171.946951099
1866,9962834.777494516
1867,7185246.333686414
1868,686764.8194845736
1869,8137729.655743094
1870,1879644.648556631
1871,6216284.365653587
1872,1945537.5077677763
1873,25294788.243057985
1874,32942816.721473426
1875,10109869.935620653
1876,2018869.9576635233
1877,3942470.4923597868
1878,6480892.760194286
1879,15286050.719272396
1880,6893138.925672115
1881,420614.4634103429
1882,556113.6223705747
1883,4360752.537060216
1884,995964.76225264
1885,8462179.564327886
1886,1090875.7892398895
1887,6841203.736901248
1888,6192083.380202516
1889,1848936.9750104633
1890,1309488.614341707
1891,10665865.22868816
1892,31334931.373361766
1893,2623209.1288630944
1894,1199024.4452208509
1895,3686233.5297293696
1896,7944905.488656457
1897,7608810.422326872
1898,900936.3091730479
1899,123249.30612317892
1900,14021864.841905106
1901,21949042.332504533
1902,1408622.64957751
1903,12931355.871916035
1904,16989239.4098743
1905,8642107.166987311
1906,5029138.873160596
1907,43109714.882710025
1908,4128797.1836192864
1909,7515246.164624068
1910,4056805.6204980686
1911,14217823.693851896
1912,5103328.447318316
1913,160274.0152481147
1914,4393407.734713415
1915,39535289.101880215
1916,221682334.67872784
1917,1453218.534204755
1918,14904248.701819735
1919,8655507.771973269
1920,2679568.6280248323
1921,7026878.023355515
1922,5587717.141853961
1923,25288486.4553921
1924,19736702.742776524
1925,2643761.2709493046
1926,5328426.549477544
1927,11617982.940648278
1928,24707047.155393016
1929,22740909.883241985
1930,8416396.128306828
1931,14743676.343552016
1932,6718979.440612806
1933,6998936.1641396675
1934,4458370.986893763
1935,6659770.487148739
1936,3995538.8030611463
1937,3352627.911576649
1938,11514002.035497356
1939,4893584.988075771
1940,14959804.095643457
1941,1267800.387361185
1942,6359018.306377476
1943,42854232.10042398
1944,10391201.98177996
1945,10118861.929707635
1946,194081474.27890724
1947,46775169.57564695
1948,15180884.532297464
1949,3305385.4345237063
1950,668371.9593979849
1951,11173769.567150969
1952,3415126.110390852
1953,5438472.857208384
1954,1527640.35017522
1955,2111031.245976915
1956,6242725.577354755
1957,2936547.738895887
1958,7343076.081922813
1959,5742770.151218899
1960,1386459.282502193
1961,5627584.4990614895
1962,7730432.88772442
1963,4623174.694957058
1964,8242219.68209128
1965,4517902.873104577
1966,4525283.212115306
1967,8701599.482489796
1968,7970585.988335561
1969,11760701.57391631
1970,4763164.828977173
1971,11652630.384615744
1972,3842428.025083333
1973,13865575.281817347
1974,7429898.470638369
1975,44732611.17334916
1976,7848072.967097869
1977,7069337.678363281
1978,3158866.1528930897
1979,9832155.39957421
1980,1728336.2422670487
1981,10268363.565761462
1982,7215825.704415736
1983,7547577.902575772
1984,11102219.809570959
1985,12586202.511370663
1986,11403965.81228145
1987,12803766.163196122
1988,11325739.754365306
1989,11252340.063893793
1990,11059709.898697047
1991,7118617.931014569
1992,10871899.270440862
1993,29828247.12413745
1994,20900871.682752024
1995,4417683.186740195
1996,2638763.227202698
1997,38225.93514722376
1998,8300749.401691446
1999,887613.1352133888
2000,7613129.090403085
2001,19023630.621841066
2002,24781515.92612791
2003,8637843.021935409
2004,5529514.511122545
2005,3129542.569016974
2006,15666097.283712199
2007,14814384.462971583
2008,13824435.559579661
2009,8383649.9289796855
2010,2556798.545848743
2011,23768589.448697284
2012,9405800.857968222
2013,6537858.037586853
2014,5588463.614946999
2015,5501565.1569425985
2016,8988054.511594448
2017,4709950.590842041
2018,18368674.760429103
2019,4655303.92215015
2020,21037646.628246084
2021,1523388.824694443
2022,8755256.9569321
2023,8886320.210630061
2024,3750207.469311624
2025,463234.7267386103
2026,9391781.684593707
2027,11086825.518346248
2028,12692212.369475527
2029,5951665.172379753
2030,6462639.137028393
2031,11429620.691405369
2032,11516770.329624085
2033,11599413.02902753
2034,12166032.576107392
2035,667508.1651970444
2036,11282592.144478826
2037,11360845.981351418
2038,12555444.231981361
2039,19359118.440865066
2040,25655487.003986146
2041,16189070.834476234
2042,13054161.560359653
2043,9611382.349393835
2044,2349757.2181057674
2045,15988961.717904205
2046,17369645.263254397
2047,559914.0564091618
2048,12419412.075898925
2049,7840740.131470057
2050,7442305.1004263535
2051,2370402.473736726
2052,1949571.665964697
2053,3715221.0435947306
2054,53110014.953490116
2055,16327369.424325487
2056,4361715.627902573
2057,14414055.141040433
2058,5845741.095325519
2059,11882401.848098481
2060,8058661.9088810515
2061,806788.100236079
2062,7176135.041864084
2063,3434923.4251244366
2064,495471.38375025487
2065,57669604.69503311
2066,6789025.120994112
2067,17039139.42018772
2068,9382851.033238815
2069,8088169.910907465
2070,17452404.642640535
2071,3461246.191808405
2072,4374694.957885301
2073,1777181.864493727
2074,9430460.28214363
2075,6760550.77075004
2076,1752476.7626571045
2077,2853768.8925376367
2078,7203652.360070688
2079,7892674.718059059
2080,14444135.850469043
2081,1296267.1490932652
2082,13945817.106704982
2083,2551624.4922894165
2084,1836841.6586417956
2085,12859314.360689206
2086,22674927.394805025
2087,3244257.425090921
2088,6153698.654844556
2089,5260485.077445973
2090,2970697.3499640524
2091,670546.2467037132
2092,5853890.631025269
2093,11543848.100892533
2094,14420275.656304026
2095,5345133.605918509
2096,13036329.157228312
2097,4077430.270256544
2098,8856018.85605475
2099,4012799.361598817
2100,19482035.99800777
2101,989672.5749874458
2102,1509939.5399508453
2103,2601128.5560154854
2104,883698.3712732164
2105,1950430.008920983
2106,19854783.406992894
2107,2269673.812183651
2108,185185.19469690078
2109,8143086.234951172
2110,6703823.2589929355
2111,47217019.15287731
2112,5131725.658210264
2113,4579703.67497435
2114,3005992.505577524
2115,1433666.865784768
2116,2481816.5335065215
2117,6180275.083467697
2118,919791.5637481795
2119,22868977.050775465
2120,17429879.683280155
2121,19789652.570018243
2122,8220370.167247519
2123,3204532.027058671
2124,4423801.347424583
2125,3206543.018404171
2126,3695432.7852480225
2127,2636712.972840314
2128,10392781.016926285
2129,18030351.339961827
2130,9429945.265878096
2131,586582.0054226151
2132,13506416.94252519
2133,18772.859207585687
2134,12509506.929778205
2135,2115048.1670663557
2136,10915050.560011989
2137,9459068.094719654
2138,14537337.419071253
2139,3273513.9146155687
2140,6776580.233101152
2141,22260814.925597187
2142,1904348.702291656
2143,13835082.818288129
2144,1058838.4136198503
2145,5351122.363369381
2146,5159500.838613089
2147,4053708.0233445778
2148,9405452.68913383
2149,19493045.324758664
2150,15670632.516999265
2151,7348611.361014616
2152,4313451.725817118
2153,6462576.273053522
2154,7194240.327474758
2155,1921599.3393934593
2156,337933.7505953377
2157,9450211.619889272
2158,4893185.959863218
2159,1521219.0286585935
2160,1819384.8367078
2161,4977747.703865401
2162,1886277.6344384674
2163,11356594.036704618
2164,2515411.9129677354
2165,5729192.488288596
2166,36722725.64827564
2167,1716180.1573743662
2168,5489984.969627856
2169,1811975.6590355376
2170,738237.7088803488
2171,5327119.5846243
2172,4733430.8004736705
2173,9283092.33948596
2174,3786897.733243414
2175,6590363.298573631
2176,10255566.836206133
2177,7672711.501157443
2178,687788.6414278711
2179,8772819.098357184
2180,9423564.087586429
2181,7174144.547153
2182,1449485.4232848072
2183,7407078.188631075
2184,3078473.99814186
2185,8550410.175724855
2186,5084654.085950197
2187,20967321.46890264
2188,7699605.595532299
2189,17880662.150056247
2190,10032618.01413432
2191,5613269.373438758
2192,4739997.338890315
2193,5648249.736730676
2194,17822137.3028937
2195,36434362.956559956
2196,31041188.71606839
2197,44635.05037177843
2198,14041668.558943724
2199,17621152.877621334
2200,6013805.323910559
2201,7138071.068781555
2202,13472093.495274791
2203,3029229.028038391
2204,25515776.05628007
2205,6852093.949914788
2206,23644606.777803306
2207,18944662.9107932
2208,7808875.827233093
2209,20369785.364007477
2210,11505672.862446805
2211,6643546.832334419
2212,5192666.11279888
2213,10714193.030184327
2214,12361465.90493586
2215,414149.196496529
2216,8777228.73721496
2217,38730110.034304075
2218,9728863.367080914
2219,5039752.489477005
2220,22854020.72612441
2221,39535753.86149036
2222,33466201.611982808
2223,6483841.706711801
2224,5203569.042065974
2225,1831273.180034794
2226,2247272.3109380086
2227,556650.4284930469
2228,2487925.625348881
2229,353776.0280769534
2230,5823345.087234449
2231,799216.6802869872
2232,4578532.579864503
2233,5594316.685693705
2234,2209751.828263518
2235,151524.9591549253
2236,5375437.810862174
2237,938545.0399017751
2238,13567331.282372288
2239,26704382.95810834
2240,8163201.16020345
2241,15497298.714282235
2242,7588662.552181154
2243,12481500.252763093
2244,14225411.32239525
2245,8813790.590746194
2246,17160923.35166108
2247,14755162.956087252
2248,9139922.927575245
2249,180224.1845558316
2250,8116306.773126876
2251,10989685.430238836
2252,4157655.711840117
2253,6942678.107320179
2254,6065201.749817901
2255,4525793.339301479
2256,11723741.03931606
2257,8011243.62650956
2258,3377954.345760081
2259,3206163.6588415382
2260,21363657.00861861
2261,10140150.79536996
2262,12881979.41046912
2263,5288486.06089104
2264,5344775.720491282
2265,7122106.232179492
2266,13066141.878141258
2267,11967904.358373357
2268,46655983.85178701
2269,2135814.9214375583
2270,1748656.3093895023
2271,913440.756555552
2272,21411492.76530913
2273,5702612.485402256
2274,5133994.771553588
2275,1603273.860754738
2276,13000639.866433077
2277,80231.07906225254
2278,8740505.147317091
2279,14405997.175062839
2280,12151918.655727297
2281,10870399.13892981
2282,851433.9373056341
2283,4561244.816596905
2284,7971360.174094578
2285,1271587.4917435038
2286,3368046.5851421906
2287,10015062.842138387
2288,10288543.046492048
2289,8711287.653451802
2290,8798233.052173221
2291,6016258.572537668
2292,13093434.952159477
2293,13966931.94152058
2294,2546076.2943596896
2295,1516275.4055278387
2296,3339461.8543750537
2297,14362150.545332108
2298,41454274.22417288
2299,6904793.393605517
2300,7891565.439336192
2301,5828716.435618496
2302,11206373.96518964
2303,11266817.321753485
2304,5474544.377420922
2305,15266177.509596525
2306,15190895.029399624
2307,10937134.786620993
2308,14338840.558590315
2309,10241916.078773541
2310,7402086.591269899
2311,11971725.61335798
2312,26951482.087904435
2313,29728518.434091438
2314,19693852.836066786
2315,11488082.418923732
2316,11364095.773317024
2317,4097633.1795955
2318,11779292.275057824
2319,13589252.237935556
2320,13655348.968066288
2321,9281200.309888413
2322,15527188.759773403
2323,3692549.251039085
2324,5592746.777213448
2325,13355991.612018818
2326,5282682.420040169
2327,13348088.965074716
2328,10645072.43329397
2329,4328200.845989557
2330,4560172.217055594
2331,2186704.3018281944
2332,4214398.54346773
2333,5925517.373009965
2334,8863652.89726088
2335,7578256.374741821
2336,2679140.2315297266
2337,6313411.700803283
2338,7695988.968831691
2339,11261192.114179866
2340,8024754.579210634
2341,4588613.05296078
2342,11624375.84484084
2343,12498564.168247202
2344,9160574.018261438
2345,8943955.669519532
2346,15495567.117043108
2347,15944443.131074913
2348,12317829.396868045
2349,12284078.212364247
2350,2632364.3416331084
2351,16511771.389631413
2352,9812142.92547371
2353,12599354.084674956
2354,6605767.704609838
2355,12359194.325684704
2356,30495256.940318156
2357,10392711.902773088
2358,1385883.3058363243
2359,548025.5758668268
2360,4820557.030490851
2361,4299054.77542729
2362,1592454.7369919484
2363,12945465.013677746
2364,9426148.084828801
2365,5685660.352045874
2366,13132304.447996533
2367,13143833.92911168
2368,15346339.815130193
2369,10401398.362033438
2370,5940640.400012756
2371,12589833.83842942
2372,11686990.081115667
2373,4669707.6862004325
2374,5867405.359499811
2375,13255453.054785654
2376,4408827.074470804
2377,10149699.14171547
2378,15037620.146626363
2379,12258096.173322216
2380,9966805.947337184
2381,2035971.6666557828
2382,8656655.600268558
2383,406734.79717916367
2384,1203412.964675666
2385,11794951.739272855
2386,1537653.4110408323
2387,9533793.845116677
2388,2620362.4505504677
2389,4372567.0791656
2390,4873100.577157913
2391,9234870.688439606
2392,1835746.192073898
2393,1890798.021429481
2394,2775842.736096181
2395,126678.33002501552
2396,5698897.45076947
2397,5295669.099707545
2398,3627207.9080485953
2399,18300038.337829046
2400,6763911.412455797
2401,26174693.516894504
2402,1547503.6622431618
2403,7765335.523157584
2404,4944291.875424807
2405,4914970.70593904
2406,8922721.542604076
2407,4443521.489918342
2408,112456.20947977807
2409,5625730.045623166
2410,4585810.655382919
2411,8272874.33332956
2412,5988669.0417443225
2413,3969609.172742298
2414,11371567.120896824
2415,7950072.980260605
2416,1155691.9694526524
2417,1516454.1450777855
2418,965678.0404735563
2419,4152435.5902866246
2420,1337654.7091118195
2421,6888551.129250019
2422,7907377.589007375
2423,13760864.19711961
2424,2995725.12114432
2425,11214613.493454237
2426,5734222.468134767
2427,5650334.265144555
2428,5036490.4171068445
2429,699983.9323335785
2430,4012531.677441979
2431,13104645.672564775
2432,3524970.9872184787
2433,167759.47749513888
2434,2555541.3221429307
2435,2490868.9739228063
2436,4361197.020539157
2437,9677925.890546331
2438,370776.1399206219
2439,20580101.961048
2440,6889250.117668163
2441,6673005.824775677
2442,7166906.295534656
2443,3096428.132166559
2444,7694729.629006738
2445,4809437.265940841
2446,1807865.3642509452
2447,8823985.964020448
2448,10433472.102262659
2449,4578411.905987018
2450,2049980.6339498574
2451,6111697.639116041
2452,13529090.350168657
2453,1784549.4311389315
2454,6752963.048782544
2455,33769710.837345585
2456,42344976.82939409
2457,4629504.415801577
2458,2126952.0920222113
2459,11351125.518434545
2460,3494776.3169224923
2461,15801886.423658276
2462,2410242.8883591606
2463,5595992.099117786
2464,2859744.9656050093
2465,5605195.790247679
2466,12798695.011307504
2467,7541722.480762549
2468,2054022.7740890384
2469,4494155.127118694
2470,11867827.271835614
2471,23320646.151498854
2472,5648033.127104395
2473,10906730.63625283
2474,27163774.90637757
2475,3321735.905758231
2476,8283168.350984876
2477,4966319.259238333
2478,4015803.977553826
2479,5207403.661314925
2480,10331574.179370916
2481,3254726.084432411
2482,8993884.376640439
2483,1728807.4475531774
2484,2951242.517990414
2485,11464636.405200118
2486,52567379.4090149
2487,993934.0352939888
2488,7035594.288349397
2489,8862884.99720733
2490,1600159.4676485588
2491,11025501.717877
2492,4919076.039569709
2493,10988600.19852629
2494,7827444.849674908
2495,5665700.648685017
2496,11669503.12966787
2497,9894919.30321285
2498,5360259.490258606
2499,10665806.324544514
2500,18335769.64669638
2501,3076701.086424687
2502,6687779.084167961
2503,1575825.0254325871
2504,8842906.19278377
2505,5410559.929314525
2506,7168335.922047396
2507,791384.3749999679
2508,4664770.343736344
2509,4562036.033807852
2510,7213061.4698940795
2511,8327519.82328089
2512,4500615.966225402
2513,4405488.062446381
2514,74672408.78831694
2515,12278514.190336537
2516,10135868.612599695
2517,12641556.752669882
2518,36232937.928087756
2519,8088448.184885454
2520,8723674.459330844
2521,1894895.6522467146
2522,3897971.347604187
2523,6070298.899223931
2524,9917209.03936909
2525,11397216.122895103
2526,10253993.883753859
2527,8461819.713835143
2528,8539708.112348886
2529,5986486.121620864
2530,6120197.982851642
2531,5813123.71292441
2532,4215092.071944956
2533,4599061.5694174385
2534,1084486.807086192
2535,1927452.454821854
2536,6104028.89818872
2537,20587343.9022308
2538,2764783.2111669746
2539,2553739.9318289263
2540,8471403.77099244
2541,4660405.409848295
2542,3271950.3315890413
2543,4330875.049971139
2544,5211151.285837685
2545,13025133.470517647
2546,6043955.068761505
2547,14615056.090782132
2548,15928757.611324826
2549,87956.99752155237
2550,2158219.877768671
2551,4905598.725552531
2552,1169797.8271812096
2553,3258216.597179194
2554,3282894.5090887635
2555,2819356.7441428686
2556,433648.70423213806
2557,3642119.999722656
2558,5635309.964194985
2559,5872810.699030037
2560,318819.2680808585
2561,7158407.309916964
2562,11121701.629156142
2563,8008816.327075518
2564,11552662.883395059
2565,436116.4909404979
2566,6052961.338210129
2567,6548378.863618026
2568,21992117.84073517
2569,24253793.623848867
2570,7945062.151116444
2571,5998488.226905546
2572,35558574.86334809
2573,1464268.4032008084
2574,408615.7420406962
2575,17038416.156474072
2576,6852875.260397367
2577,288118.2804548025
2578,820861.9348283657
2579,7485732.942048093
2580,4058401.0658557424
2581,971052.1754056396
2582,975558.1662477884
2583,32314421.97082149
2584,16441503.639338609
2585,5508532.844423894
2586,6079475.238290229
2587,12840701.198636346
2588,13829347.855321221
2589,19236828.990966383
2590,3600753.335971522
2591,15814902.637270814
2592,7713478.3164264625
2593,3913820.104019984
2594,16645196.250033109
2595,2826568.594663686
2596,257138.80942557578
2597,3146157.4324985035
2598,1510344.3399843194
2599,37098216.14749655
2600,4648669.95121868
2601,19511298.447151188
2602,357332.9307305766
2603,6048283.761127537
2604,7842287.603690942
2605,3052367.3893916607
2606,12696656.983615538
2607,22564135.403046332
2608,22527648.872032974
2609,16707202.437630909
2610,16218760.145232305
2611,20351098.794925675
2612,10021185.138516959
2613,10484632.022888292
2614,5050052.02860667
2615,2204599.7361948686
2616,3934154.7625220967
2617,3615755.931991747
2618,54801490.992855534
2619,1646136.4341840385
2620,4644732.639339058
2621,207112.0830071862
2622,3211287.2466153656
2623,6212077.321157185
2624,6648843.046551774
2625,1791822.4734493475
2626,3528199.7198421177
2627,5596541.637272601
2628,14196455.081642343
2629,4031294.2117799767
2630,2471769.3844394838
2631,2091848.208377844
2632,6104783.79789583
2633,11788521.399561636
2634,16374268.248140024
2635,20908071.73233454
2636,12838938.790760107
2637,3092013.2159495708
2638,26882148.606316898
2639,2058962.3815777693
2640,606259.2807608338
2641,13347310.323403273
2642,1828389.3789372107
2643,6158925.187884776
2644,3786814.9540438824
2645,1731981.8658338636
2646,7733918.800463803
2647,7794488.569440246
2648,5975932.536017712
2649,1271216.2111088627
2650,3631188.689257709
2651,5026839.999600672
2652,1464088.6982401626
2653,8359012.203024859
2654,7358469.715700058
2655,42141424.96795081
2656,699324.7780412359
2657,11773207.28368784
2658,2313668.1300568096
2659,7765887.974517389
2660,2333773.7707395996
2661,15195179.501453718
2662,7389431.827613401
2663,3889155.1141183134
2664,13235238.807460302
2665,9670043.366360424
2666,13150279.218848055
2667,29728251.569596764
2668,29155773.158223253
2669,13520352.46196957
2670,7252474.101981581
2671,10919700.411075233
2672,13451412.384073796
2673,13029003.046530686
2674,11727028.794945503
2675,13528644.263195809
2676,10917162.842040194
2677,4582224.262340085
2678,343524.9312859741
2679,6316667.723818489
2680,6360417.916965213
2681,6047418.941548553
2682,3064376.396655996
2683,5820985.611563625
2684,6141825.585779104
2685,3319893.006734193
2686,19794556.340156954
2687,16301707.14165044
2688,6059122.083459315
2689,15431691.324649092
2690,4450385.944415714
2691,13480577.073386341
2692,4198729.086233957
2693,6706401.119134146
2694,23793587.415801715
2695,9186509.4887425
2696,7184197.974431338
2697,663146.4006807957
2698,3069938.0630682
2699,8178630.203660557
2700,8316330.3341351375
2701,19206857.92611149
2702,23358072.04393397
2703,17332688.615710538
2704,1467120.155190794
2705,375721.4152144415
2706,19789324.927942872
2707,16504666.763901582
2708,10413931.344662014
2709,2825229.715110993
2710,576855.74580515
2711,1616589.3811717131
2712,39219817.47896981
2713,13645615.50661798
